Wk;Day;Date;Time;Home;xG;Score;xG;Away;Venue
31;Sat;27/04/2024;21:00;Paris S-G;2.6;3–3;1.0;Le Havre;Parc des Princes
31;Sun;28/04/2024;13:00;Metz;1.1;1–2;0.8;Lille;Stade Saint-Symphorien
31;Sun;28/04/2024;15:00;Strasbourg;0.6;1–3;1.6;Nice;Stade de la Meinau
31;Sun;28/04/2024;15:00;Lorient;1.4;1–2;1.8;Toulouse;Stade du Moustoir
31;Sun;28/04/2024;15:00;Clermont Foot;2.9;4–1;0.9;Reims;Stade Gabriel Montpied
31;Sun;28/04/2024;17:05;Rennes;2.6;4–5;2.0;Brest;Roazhon Park
31;Sun;28/04/2024;19:00;Lyon;2.2;3–2;1.7;Monaco;Groupama Stadium
31;Sun;28/04/2024;21:00;Marseille;1.7;2–1;1.2;Lens;Orange Vélodrome
32;Fri;03/05/2024;19:00;Toulouse;1.3;1–2;0.5;Montpellier;Stadium Municipal
32;Fri;03/05/2024;21:00;Lens;2.1;2–0;0.6;Lorient;Stade Bollaert-Delelis
32;Sat;04/05/2024;15:00;Le Havre;1.8;3–1;1.0;Strasbourg;Stade Océane
32;Sat;04/05/2024;17:00;Monaco;3.6;4–1;1.4;Clermont Foot;Stade Louis II
32;Sat;04/05/2024;19:00;Metz;0.6;2–3;2.1;Rennes;Stade Saint-Symphorien
32;Sat;04/05/2024;21:00;Brest;0.5;0–0;1.6;Nantes;Stade Francis-Le Blé
32;Mon;06/05/2024;21:00;Lille;0.9;3–4;2.4;Lyon;Decathlon Arena - Stade Pierre-Mauroy
33;Fri;10/05/2024;21:00;Brest;1.3;1–1;0.6;Reims;Stade Francis-Le Blé
33;Fri;10/05/2024;21:00;Nice;1.8;1–0;0.5;Le Havre;Stade de Nice
33;Sun;12/05/2024;21:00;Marseille;2.5;3–1;1.5;Lorient;Orange Vélodrome
33;Sun;12/05/2024;21:00;Nantes;0.7;1–2;1.5;Lille;Stade de la Beaujoire - Louis Fonteneau
33;Sun;12/05/2024;21:00;Rennes;1.9;1–1;0.6;Lens;Roazhon Park
33;Sun;12/05/2024;21:00;Strasbourg;1.3;2–1;1.1;Metz;Stade de la Meinau
33;Sun;12/05/2024;21:00;Clermont Foot;1.1;0–1;0.4;Lyon;Stade Gabriel Montpied
33;Sun;12/05/2024;21:00;Montpellier;1.1;0–2;2.3;Monaco;Stade de la Mosson
33;Sun;12/05/2024;21:00;Paris S-G;2.1;1–3;1.6;Toulouse;Parc des Princes
32;Wed;15/05/2024;21:00;Nice;1.4;1–2;1.0;Paris S-G;Stade de Nice
32;Wed;15/05/2024;21:00;Reims;1.1;1–0;1.7;Marseille;Stade Auguste-Delaune
34;Sun;19/05/2024;21:00;Metz;0.9;0–2;2.0;Paris S-G;Stade Saint-Symphorien
34;Sun;19/05/2024;21:00;Monaco;1.5;4–0;1.0;Nantes;Stade Louis II
34;Sun;19/05/2024;21:00;Toulouse;0.9;0–3;1.6;Brest;Stadium Municipal
34;Sun;19/05/2024;21:00;Reims;1.3;2–1;1.5;Rennes;Stade Auguste-Delaune
34;Sun;19/05/2024;21:00;Lyon;2.8;2–1;1.1;Strasbourg;Groupama Stadium
34;Sun;19/05/2024;21:00;Lens;5.2;2–2;0.8;Montpellier;Stade Bollaert-Delelis
34;Sun;19/05/2024;21:00;Le Havre;1.8;1–2;1.5;Marseille;Stade Océane
34;Sun;19/05/2024;21:00;Lorient;4.2;5–0;0.8;Clermont Foot;Stade du Moustoir
34;Sun;19/05/2024;21:00;Lille;1.2;2–2;0.9;Nice;Decathlon Arena - Stade Pierre-Mauroy
